session_id,segment_id,driver_a,driver_b,braking_start_delta_m,braking_duration_delta_s,braking_distance_delta_m,late_brake_delta,brake_intensity_delta,confidence,favorable_driver
2026_10_Q_Belgian Grand Prix,belgian-grand-prix_corner_02,PER,RUS,6.881,-0.639,-17.464,0.0,-0.091,0.55,PER
2026_10_Q_Belgian Grand Prix,belgian-grand-prix_corner_02,PER,SAI,6.519,-0.239,-5.398,0.0,-0.031,0.55,PER
2026_10_Q_Belgian Grand Prix,belgian-grand-prix_corner_02,PER,STR,3.164,-0.359,-8.464,0.0,-0.0344,0.55,PER
2026_10_Q_Belgian Grand Prix,belgian-grand-prix_corner_02,PER,VER,1.91,0.001,-0.275,0.0,0.0,0.55,PER
2026_10_Q_Belgian Grand Prix,belgian-grand-prix_corner_08,PER,PIA,,0.0,0.0,0.0,0.0,0.55,PER
2026_10_Q_Belgian Grand Prix,belgian-grand-prix_corner_08,PER,RUS,,0.0,0.0,0.0,0.0,0.55,PER
2026_10_Q_Belgian Grand Prix,belgian-grand-prix_corner_08,PER,SAI,,0.0,0.0,0.0,0.0,0.55,PER
2026_10_Q_Belgian Grand Prix,belgian-grand-prix_corner_08,PER,STR,,0.0,0.0,0.0,0.0,0.55,PER
2026_10_Q_Belgian Grand Prix,belgian-grand-prix_corner_08,PER,VER,,0.0,0.0,0.0,0.0,0.55,PER
2026_10_Q_Belgian Grand Prix,belgian-grand-prix_corner_09,PER,PIA,8.404,0.041,4.441,-0.0006,0.023,0.55,PIA
2026_10_Q_Belgian Grand Prix,belgian-grand-prix_corner_09,PER,RUS,-1.586,0.521,22.809,-0.0011,0.0724,0.55,RUS
2026_10_Q_Belgian Grand Prix,belgian-grand-prix_corner_09,PER,SAI,-8.884,0.559,27.136,-0.0327,0.2029,0.55,SAI
2026_10_Q_Belgian Grand Prix,belgian-grand-prix_corner_09,PER,STR,-16.065,0.4,26.355,-0.0646,0.1111,0.55,STR
2026_10_Q_Belgian Grand Prix,belgian-grand-prix_corner_09,PER,VER,-10.638,0.28,14.7,-0.0412,0.0,0.55,VER
2026_10_Q_Belgian Grand Prix,belgian-grand-prix_corner_10,PER,PIA,,0.0,0.0,0.0,0.0,0.55,PER
2026_10_Q_Belgian Grand Prix,belgian-grand-prix_corner_10,PER,RUS,,0.0,0.0,0.0,0.0,0.55,PER
2026_10_Q_Belgian Grand Prix,belgian-grand-prix_corner_10,PER,SAI,,-0.24,-13.267,-0.1744,-0.0417,0.55,SAI
2026_10_Q_Belgian Grand Prix,belgian-grand-prix_corner_10,PER,STR,,0.0,0.0,0.0,0.0,0.55,PER
2026_10_Q_Belgian Grand Prix,belgian-grand-prix_corner_10,PER,VER,,0.0,0.0,0.0,0.0,0.55,PER
2026_10_Q_Belgian Grand Prix,belgian-grand-prix_corner_13,PER,PIA,14.56,0.16,7.323,0.035,-0.0105,0.55,PER
2026_10_Q_Belgian Grand Prix,belgian-grand-prix_corner_13,PER,RUS,-3.229,0.12,5.178,-0.0115,0.0421,0.55,RUS
2026_10_Q_Belgian Grand Prix,belgian-grand-prix_corner_13,PER,SAI,32.161,-0.32,-15.622,0.0995,-0.1182,0.55,PER
2026_10_Q_Belgian Grand Prix,belgian-grand-prix_corner_13,PER,STR,16.848,-0.279,-10.291,0.0534,-0.0857,0.55,PER
2026_10_Q_Belgian Grand Prix,belgian-grand-prix_corner_13,PER,VER,4.802,-0.399,-27.168,0.0081,-0.1,0.55,PER
2026_10_Q_Belgian Grand Prix,belgian-grand-prix_corner_14,PER,PIA,4.092,-0.2,-9.666,0.0047,0.0043,0.55,PER
2026_10_Q_Belgian Grand Prix,belgian-grand-prix_corner_14,PER,RUS,12.757,0.12,5.645,-0.005,0.0119,0.55,RUS
2026_10_Q_Belgian Grand Prix,belgian-grand-prix_corner_14,PER,SAI,44.485,-0.8,-42.666,0.0964,-0.0352,0.55,PER
2026_10_Q_Belgian Grand Prix,belgian-grand-prix_corner_14,PER,STR,11.441,-0.24,-11.533,0.0216,-0.0298,0.55,PER
2026_10_Q_Belgian Grand Prix,belgian-grand-prix_corner_14,PER,VER,13.464,0.001,-0.54,0.0135,0.0119,0.55,PER
2026_10_Q_Belgian Grand Prix,belgian-grand-prix_corner_15,PER,PIA,,0.4,19.578,0.0,0.1,0.55,PER
2026_10_Q_Belgian Grand Prix,belgian-grand-prix_corner_15,PER,RUS,8.146,0.04,1.278,0.0,0.0333,0.55,PER
2026_10_Q_Belgian Grand Prix,belgian-grand-prix_corner_15,PER,SAI,2.574,-0.08,-2.422,0.0,0.0565,0.55,PER
2026_10_Q_Belgian Grand Prix,belgian-grand-prix_corner_15,PER,STR,4.419,0.16,8.045,0.0,0.0565,0.55,PER
2026_10_Q_Belgian Grand Prix,belgian-grand-prix_corner_15,PER,VER,2.864,0.04,1.578,0.0,0.05,0.55,PER
2026_10_Q_Belgian Grand Prix,belgian-grand-prix_corner_20,PER,PIA,-0.545,0.159,18.05,0.0,0.0163,0.55,PER
2026_10_Q_Belgian Grand Prix,belgian-grand-prix_corner_20,PER,RUS,4.903,0.039,-0.557,0.0,-0.0505,0.55,PER
2026_10_Q_Belgian Grand Prix,belgian-grand-prix_corner_20,PER,SAI,5.789,0.16,16.703,0.0,-0.0202,0.55,PER
2026_10_Q_Belgian Grand Prix,belgian-grand-prix_corner_20,PER,STR,0.944,-0.08,5.506,0.0,-0.0397,0.55,PER
2026_10_Q_Belgian Grand Prix,belgian-grand-prix_corner_20,PER,VER,5.978,-0.241,-20.297,0.0,-0.0064,0.55,PER
2026_10_Q_Belgian Grand Prix,belgian-grand-prix_corner_02,PIA,RUS,1.467,-0.72,-19.3,0.0,-0.0886,0.55,PIA
2026_10_Q_Belgian Grand Prix,belgian-grand-prix_corner_02,PIA,SAI,1.105,-0.32,-7.234,0.0,-0.0286,0.55,PIA
2026_10_Q_Belgian Grand Prix,belgian-grand-prix_corner_02,PIA,STR,-2.25,-0.44,-10.3,0.0,-0.032,0.55,PIA
2026_10_Q_Belgian Grand Prix,belgian-grand-prix_corner_02,PIA,VER,-3.504,-0.08,-2.111,0.0,0.0024,0.55,PIA
2026_10_Q_Belgian Grand Prix,belgian-grand-prix_corner_08,PIA,RUS,,0.0,0.0,0.0,0.0,0.55,PIA
2026_10_Q_Belgian Grand Prix,belgian-grand-prix_corner_08,PIA,SAI,,0.0,0.0,0.0,0.0,0.55,PIA
2026_10_Q_Belgian Grand Prix,belgian-grand-prix_corner_08,PIA,STR,,0.0,0.0,0.0,0.0,0.55,PIA
2026_10_Q_Belgian Grand Prix,belgian-grand-prix_corner_08,PIA,VER,,0.0,0.0,0.0,0.0,0.55,PIA
2026_10_Q_Belgian Grand Prix,belgian-grand-prix_corner_09,PIA,RUS,-9.99,0.48,18.368,-0.0005,0.0494,0.55,RUS
2026_10_Q_Belgian Grand Prix,belgian-grand-prix_corner_09,PIA,SAI,-17.288,0.518,22.695,-0.0321,0.1799,0.55,SAI
2026_10_Q_Belgian Grand Prix,belgian-grand-prix_corner_09,PIA,STR,-24.469,0.359,21.914,-0.064,0.0881,0.55,STR
2026_10_Q_Belgian Grand Prix,belgian-grand-prix_corner_09,PIA,VER,-19.042,0.239,10.259,-0.0406,-0.023,0.55,VER
2026_10_Q_Belgian Grand Prix,belgian-grand-prix_corner_10,PIA,RUS,,0.0,0.0,0.0,0.0,0.55,PIA
2026_10_Q_Belgian Grand Prix,belgian-grand-prix_corner_10,PIA,SAI,,-0.24,-13.267,-0.1744,-0.0417,0.55,SAI
2026_10_Q_Belgian Grand Prix,belgian-grand-prix_corner_10,PIA,STR,,0.0,0.0,0.0,0.0,0.55,PIA
2026_10_Q_Belgian Grand Prix,belgian-grand-prix_corner_10,PIA,VER,,0.0,0.0,0.0,0.0,0.55,PIA
2026_10_Q_Belgian Grand Prix,belgian-grand-prix_corner_13,PIA,RUS,-17.789,-0.04,-2.145,-0.0465,0.0526,0.55,RUS
2026_10_Q_Belgian Grand Prix,belgian-grand-prix_corner_13,PIA,SAI,17.601,-0.48,-22.945,0.0645,-0.1077,0.55,PIA
2026_10_Q_Belgian Grand Prix,belgian-grand-prix_corner_13,PIA,STR,2.288,-0.439,-17.614,0.0184,-0.0752,0.55,PIA
2026_10_Q_Belgian Grand Prix,belgian-grand-prix_corner_13,PIA,VER,-9.758,-0.559,-34.491,-0.0269,-0.0895,0.55,VER
2026_10_Q_Belgian Grand Prix,belgian-grand-prix_corner_14,PIA,RUS,8.665,0.32,15.311,-0.0097,0.0076,0.55,RUS
2026_10_Q_Belgian Grand Prix,belgian-grand-prix_corner_14,PIA,SAI,40.393,-0.6,-33.0,0.0917,-0.0395,0.55,PIA
2026_10_Q_Belgian Grand Prix,belgian-grand-prix_corner_14,PIA,STR,7.349,-0.04,-1.867,0.0169,-0.0341,0.55,PIA
2026_10_Q_Belgian Grand Prix,belgian-grand-prix_corner_14,PIA,VER,9.372,0.201,9.126,0.0088,0.0076,0.55,PIA
2026_10_Q_Belgian Grand Prix,belgian-grand-prix_corner_15,PIA,RUS,,-0.36,-18.3,0.0,-0.0667,0.55,PIA
2026_10_Q_Belgian Grand Prix,belgian-grand-prix_corner_15,PIA,SAI,,-0.48,-22.0,0.0,-0.0435,0.55,PIA
2026_10_Q_Belgian Grand Prix,belgian-grand-prix_corner_15,PIA,STR,,-0.24,-11.533,0.0,-0.0435,0.55,PIA
2026_10_Q_Belgian Grand Prix,belgian-grand-prix_corner_15,PIA,VER,,-0.36,-18.0,0.0,-0.05,0.55,PIA
2026_10_Q_Belgian Grand Prix,belgian-grand-prix_corner_20,PIA,RUS,5.448,-0.12,-18.607,0.0,-0.0668,0.55,PIA
2026_10_Q_Belgian Grand Prix,belgian-grand-prix_corner_20,PIA,SAI,6.334,0.001,-1.347,0.0,-0.0365,0.55,PIA
2026_10_Q_Belgian Grand Prix,belgian-grand-prix_corner_20,PIA,STR,1.489,-0.239,-12.544,0.0,-0.056,0.55,PIA
2026_10_Q_Belgian Grand Prix,belgian-grand-prix_corner_20,PIA,VER,6.523,-0.4,-38.347,0.0,-0.0227,0.55,PIA
2026_10_Q_Belgian Grand Prix,belgian-grand-prix_corner_02,RUS,SAI,-0.362,0.4,12.066,0.0,0.06,0.55,RUS
2026_10_Q_Belgian Grand Prix,belgian-grand-prix_corner_02,RUS,STR,-3.717,0.28,9.0,0.0,0.0566,0.55,RUS
2026_10_Q_Belgian Grand Prix,belgian-grand-prix_corner_02,RUS,VER,-4.971,0.64,17.189,0.0,0.091,0.55,RUS
2026_10_Q_Belgian Grand Prix,belgian-grand-prix_corner_08,RUS,SAI,,0.0,0.0,0.0,0.0,0.55,RUS
2026_10_Q_Belgian Grand Prix,belgian-grand-prix_corner_08,RUS,STR,,0.0,0.0,0.0,0.0,0.55,RUS
2026_10_Q_Belgian Grand Prix,belgian-grand-prix_corner_08,RUS,VER,,0.0,0.0,0.0,0.0,0.55,RUS
2026_10_Q_Belgian Grand Prix,belgian-grand-prix_corner_09,RUS,SAI,-7.298,0.038,4.327,-0.0316,0.1305,0.55,SAI
2026_10_Q_Belgian Grand Prix,belgian-grand-prix_corner_09,RUS,STR,-14.479,-0.121,3.546,-0.0635,0.0387,0.55,STR
2026_10_Q_Belgian Grand Prix,belgian-grand-prix_corner_09,RUS,VER,-9.052,-0.241,-8.109,-0.0401,-0.0724,0.55,VER
2026_10_Q_Belgian Grand Prix,belgian-grand-prix_corner_10,RUS,SAI,,-0.24,-13.267,-0.1744,-0.0417,0.55,SAI
2026_10_Q_Belgian Grand Prix,belgian-grand-prix_corner_10,RUS,STR,,0.0,0.0,0.0,0.0,0.55,RUS
2026_10_Q_Belgian Grand Prix,belgian-grand-prix_corner_10,RUS,VER,,0.0,0.0,0.0,0.0,0.55,RUS
2026_10_Q_Belgian Grand Prix,belgian-grand-prix_corner_13,RUS,SAI,35.39,-0.44,-20.8,0.111,-0.1603,0.55,RUS
2026_10_Q_Belgian Grand Prix,belgian-grand-prix_corner_13,RUS,STR,20.077,-0.399,-15.469,0.0649,-0.1278,0.55,RUS
2026_10_Q_Belgian Grand Prix,belgian-grand-prix_corner_13,RUS,VER,8.031,-0.519,-32.346,0.0196,-0.1421,0.55,RUS
2026_10_Q_Belgian Grand Prix,belgian-grand-prix_corner_14,RUS,SAI,31.728,-0.92,-48.311,0.1014,-0.0471,0.55,RUS
2026_10_Q_Belgian Grand Prix,belgian-grand-prix_corner_14,RUS,STR,-1.316,-0.36,-17.178,0.0266,-0.0417,0.55,RUS
2026_10_Q_Belgian Grand Prix,belgian-grand-prix_corner_14,RUS,VER,0.707,-0.119,-6.185,0.0185,0.0,0.55,RUS
2026_10_Q_Belgian Grand Prix,belgian-grand-prix_corner_15,RUS,SAI,-5.572,-0.12,-3.7,0.0,0.0232,0.55,RUS
2026_10_Q_Belgian Grand Prix,belgian-grand-prix_corner_15,RUS,STR,-3.727,0.12,6.767,0.0,0.0232,0.55,RUS
2026_10_Q_Belgian Grand Prix,belgian-grand-prix_corner_15,RUS,VER,-5.282,0.0,0.3,0.0,0.0167,0.55,RUS
2026_10_Q_Belgian Grand Prix,belgian-grand-prix_corner_20,RUS,SAI,0.886,0.121,17.26,0.0,0.0303,0.55,RUS
2026_10_Q_Belgian Grand Prix,belgian-grand-prix_corner_20,RUS,STR,-3.959,-0.119,6.063,0.0,0.0108,0.55,RUS
2026_10_Q_Belgian Grand Prix,belgian-grand-prix_corner_20,RUS,VER,1.075,-0.28,-19.74,0.0,0.0441,0.55,RUS
2026_10_Q_Belgian Grand Prix,belgian-grand-prix_corner_02,SAI,STR,-3.355,-0.12,-3.066,0.0,-0.0034,0.55,SAI
2026_10_Q_Belgian Grand Prix,belgian-grand-prix_corner_02,SAI,VER,-4.609,0.24,5.123,0.0,0.031,0.55,SAI
2026_10_Q_Belgian Grand Prix,belgian-grand-prix_corner_08,SAI,STR,,0.0,0.0,0.0,0.0,0.55,SAI
2026_10_Q_Belgian Grand Prix,belgian-grand-prix_corner_08,SAI,VER,,0.0,0.0,0.0,0.0,0.55,SAI
2026_10_Q_Belgian Grand Prix,belgian-grand-prix_corner_09,SAI,STR,-7.181,-0.159,-0.781,-0.0319,-0.0918,0.55,STR
2026_10_Q_Belgian Grand Prix,belgian-grand-prix_corner_09,SAI,VER,-1.754,-0.279,-12.436,-0.0085,-0.2029,0.55,VER
2026_10_Q_Belgian Grand Prix,belgian-grand-prix_corner_10,SAI,STR,,0.24,13.267,0.1744,0.0417,0.55,SAI
2026_10_Q_Belgian Grand Prix,belgian-grand-prix_corner_10,SAI,VER,,0.24,13.267,0.1744,0.0417,0.55,SAI
2026_10_Q_Belgian Grand Prix,belgian-grand-prix_corner_13,SAI,STR,-15.313,0.041,5.331,-0.0461,0.0325,0.55,STR
2026_10_Q_Belgian Grand Prix,belgian-grand-prix_corner_13,SAI,VER,-27.359,-0.079,-11.546,-0.0914,0.0182,0.55,VER
2026_10_Q_Belgian Grand Prix,belgian-grand-prix_corner_14,SAI,STR,-33.044,0.56,31.133,-0.0748,0.0054,0.55,STR
2026_10_Q_Belgian Grand Prix,belgian-grand-prix_corner_14,SAI,VER,-31.021,0.801,42.126,-0.0829,0.0471,0.55,VER
2026_10_Q_Belgian Grand Prix,belgian-grand-prix_corner_15,SAI,STR,1.845,0.24,10.467,0.0,0.0,0.55,SAI
2026_10_Q_Belgian Grand Prix,belgian-grand-prix_corner_15,SAI,VER,0.29,0.12,4.0,0.0,-0.0065,0.55,SAI
2026_10_Q_Belgian Grand Prix,belgian-grand-prix_corner_20,SAI,STR,-4.845,-0.24,-11.197,0.0,-0.0195,0.55,SAI
2026_10_Q_Belgian Grand Prix,belgian-grand-prix_corner_20,SAI,VER,0.189,-0.401,-37.0,0.0,0.0138,0.55,SAI
2026_10_Q_Belgian Grand Prix,belgian-grand-prix_corner_02,STR,VER,-1.254,0.36,8.189,0.0,0.0344,0.55,STR
2026_10_Q_Belgian Grand Prix,belgian-grand-prix_corner_08,STR,VER,,0.0,0.0,0.0,0.0,0.55,STR
2026_10_Q_Belgian Grand Prix,belgian-grand-prix_corner_09,STR,VER,5.427,-0.12,-11.655,0.0234,-0.1111,0.55,STR
2026_10_Q_Belgian Grand Prix,belgian-grand-prix_corner_10,STR,VER,,0.0,0.0,0.0,0.0,0.55,STR
2026_10_Q_Belgian Grand Prix,belgian-grand-prix_corner_13,STR,VER,-12.046,-0.12,-16.877,-0.0453,-0.0143,0.55,VER
2026_10_Q_Belgian Grand Prix,belgian-grand-prix_corner_14,STR,VER,2.023,0.241,10.993,-0.0081,0.0417,0.55,VER
2026_10_Q_Belgian Grand Prix,belgian-grand-prix_corner_15,STR,VER,-1.555,-0.12,-6.467,0.0,-0.0065,0.55,STR
2026_10_Q_Belgian Grand Prix,belgian-grand-prix_corner_20,STR,VER,5.034,-0.161,-25.803,0.0,0.0333,0.55,STR
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_02,ALB,ALO,4.857,-0.161,-3.121,0.0,-0.0667,0.55,ALB
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_02,ALB,ANT,4.191,-0.16,-5.5,0.0,-0.0379,0.55,ALB
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_02,ALB,BEA,1.248,-0.28,-10.141,0.0,-0.029,0.55,ALB
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_02,ALB,BOR,-1.544,-0.2,-7.533,0.0,-0.0613,0.55,ALB
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_02,ALB,BOT,0.741,0.2,3.434,0.0,-0.0034,0.55,ALB
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_02,ALB,COL,-0.9,0.48,10.8,0.0,0.0643,0.55,ALB
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_02,ALB,GAS,2.954,0.32,7.456,0.0,0.0259,0.55,ALB
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_02,ALB,HAD,1.944,-0.32,-9.366,0.0,-0.0613,0.55,ALB
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_02,ALB,HAM,0.626,0.04,-0.911,0.0,0.0062,0.55,ALB
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_02,ALB,HUL,-16.997,0.599,14.778,-0.0414,0.0333,0.55,HUL
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_02,ALB,LAW,5.294,-0.16,-4.533,0.0,-0.0333,0.55,ALB
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_02,ALB,LEC,2.38,-0.441,-13.364,0.0,-0.1083,0.55,ALB
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_02,ALB,LIN,5.016,0.32,6.978,0.0,0.0333,0.55,ALB
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_02,ALB,NOR,0.026,0.32,7.645,0.0,0.0,0.55,ALB
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_02,ALB,OCO,2.341,-0.08,-1.655,0.0,-0.0111,0.55,ALB
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_02,ALB,PER,-4.551,0.241,5.558,0.0,0.0333,0.55,ALB
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_02,ALB,PIA,,0.96,23.067,0.0,0.1,0.55,ALB
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_02,ALB,SAI,-0.449,0.2,3.889,0.0,-0.0034,0.55,ALB
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_02,ALB,STR,4.129,-0.32,-9.2,0.0,-0.0481,0.55,ALB
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_02,ALB,VER,0.579,0.64,14.889,0.0,0.063,0.55,ALB
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_08,ALB,ALO,,0.0,0.0,0.0,0.0,0.55,ALB
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_08,ALB,ANT,,0.0,0.0,0.0,0.0,0.55,ALB
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_08,ALB,BEA,,0.0,0.0,0.0,0.0,0.55,ALB
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_08,ALB,BOR,,0.0,0.0,0.0,0.0,0.55,ALB
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_08,ALB,BOT,,0.0,0.0,0.0,0.0,0.55,ALB
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_08,ALB,COL,,0.0,0.0,0.0,0.0,0.55,ALB
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_08,ALB,GAS,,0.0,0.0,0.0,0.0,0.55,ALB
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_08,ALB,HAD,,0.0,0.0,0.0,0.0,0.55,ALB
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_08,ALB,HAM,,0.0,0.0,0.0,0.0,0.55,ALB
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_08,ALB,HUL,,0.0,0.0,0.0,0.0,0.55,ALB
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_08,ALB,LAW,,0.0,0.0,0.0,0.0,0.55,ALB
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_08,ALB,LEC,,0.0,0.0,0.0,0.0,0.55,ALB
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_08,ALB,LIN,,0.0,0.0,0.0,0.0,0.55,ALB
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_08,ALB,NOR,,0.0,0.0,0.0,0.0,0.55,ALB
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_08,ALB,OCO,,0.0,0.0,0.0,0.0,0.55,ALB
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_08,ALB,PER,,0.0,0.0,0.0,0.0,0.55,ALB
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_08,ALB,PIA,,0.0,0.0,0.0,0.0,0.55,ALB
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_08,ALB,SAI,,0.0,0.0,0.0,0.0,0.55,ALB
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_08,ALB,STR,,0.0,0.0,0.0,0.0,0.55,ALB
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_08,ALB,VER,,0.0,0.0,0.0,0.0,0.55,ALB
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_09,ALB,ALO,2.341,-1.12,-42.273,-0.015,-0.0924,0.55,ALO
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_09,ALB,ANT,-7.782,-0.079,-7.114,-0.0311,0.0,0.55,ANT
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_09,ALB,BEA,-21.588,-0.239,-8.991,-0.0836,0.0137,0.55,BEA
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_09,ALB,BOR,-14.812,-0.479,-21.922,-0.0447,0.0137,0.55,BOR
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_09,ALB,BOT,-9.156,-0.64,-26.99,-0.0456,-0.0248,0.55,BOT
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_09,ALB,COL,11.919,-0.839,-41.526,0.0325,-0.049,0.55,ALB
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_09,ALB,GAS,8.095,-0.798,-40.369,0.0043,0.0,0.55,ALB
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_09,ALB,HAD,-18.445,-0.679,-30.368,-0.0662,-0.0334,0.55,HAD
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_09,ALB,HAM,-14.783,-0.159,-12.483,-0.0535,0.0522,0.55,HAM
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_09,ALB,HUL,-17.393,-0.399,-21.235,-0.0625,0.0214,0.55,HUL
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_09,ALB,LAW,-13.471,-0.318,-11.515,-0.0599,0.0714,0.55,LAW
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_09,ALB,LEC,-8.097,-0.879,-41.218,-0.0396,-0.0357,0.55,LEC
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_09,ALB,LIN,2.796,-0.439,-26.556,-0.0139,0.0402,0.55,LIN
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_09,ALB,NOR,17.12,-0.199,-11.18,0.0354,0.0311,0.55,ALB
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_09,ALB,OCO,12.633,-0.558,-27.656,0.0328,0.0214,0.55,ALB
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_09,ALB,PER,-1.229,-0.639,-26.336,-0.0153,-0.1017,0.55,PER
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_09,ALB,PIA,12.557,-0.478,-23.226,0.0366,-0.0386,0.55,ALB
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_09,ALB,SAI,7.029,-1.198,-52.535,-0.0049,-0.0924,0.55,SAI
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_09,ALB,STR,-3.148,-0.8,-36.432,0.0024,-0.1072,0.55,ALB
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_09,ALB,VER,-14.253,0.08,-1.041,-0.0512,0.0621,0.55,VER
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_10,ALB,ALO,-24.389,-0.32,-14.935,-0.081,-0.0433,0.55,ALO
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_10,ALB,ANT,,0.24,12.6,0.1497,0.04,0.55,ALB
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_10,ALB,BEA,-33.631,0.08,4.156,-0.0904,-0.0017,0.55,BEA
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_10,ALB,BOR,-45.898,-0.04,-2.567,-0.1352,0.0015,0.55,BOR
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_10,ALB,BOT,-32.756,-0.081,-3.896,-0.0989,-0.0076,0.55,BOT
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_10,ALB,COL,-23.903,-0.16,-7.956,-0.0429,-0.0055,0.55,COL
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_10,ALB,GAS,-22.158,-0.68,-34.813,-0.061,-0.0964,0.55,GAS
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_10,ALB,HAD,-30.768,-0.32,-17.667,-0.091,-0.0369,0.55,HAD
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_10,ALB,HAM,,0.24,12.6,0.1497,0.04,0.55,ALB
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_10,ALB,HUL,-29.053,-0.12,-6.2,-0.0849,-0.0035,0.55,HUL
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_10,ALB,LAW,-29.257,-0.2,-10.4,-0.0848,-0.0433,0.55,LAW
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_10,ALB,LEC,,0.24,12.6,0.1497,0.04,0.55,ALB
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_10,ALB,LIN,,0.24,12.6,0.1497,0.04,0.55,ALB
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_10,ALB,NOR,,0.24,12.6,0.1497,0.04,0.55,ALB
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_10,ALB,OCO,-12.495,-0.319,-16.836,-0.0076,-0.0552,0.55,OCO
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_10,ALB,PER,,0.24,12.6,0.1497,0.04,0.55,ALB
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_10,ALB,PIA,,0.24,12.6,0.1497,0.04,0.55,ALB
2026_10_R_Belgian Grand Prix,belgian-grand-prix_corner_10,ALB,SAI,-31.848,-0.36,-18.544,-0.088,-0.04,0.55,SAI
